review,review_type,year,month,market,action,security,eff_date_est,code,ticker
Feb06,QIR,2006,2,Australia,ADD,MACQUARIE OFFICE TRUST,2006-02-28,,
Feb06,QIR,2006,2,China,ADD,AGILE PROPERTY HLDGS,2006-02-28,,
Feb06,QIR,2006,2,China,ADD,DONGFENG MOTOR GROUP H,2006-02-28,,
Feb06,QIR,2006,2,Japan,ADD,SUMCO,2006-02-28,,3436.T
May06,SAIR,2006,5,Australia,ADD,ABC LEARNING CENTRES,2006-05-31,,
May06,SAIR,2006,5,Australia,ADD,GOODMAN FIELDER,2006-05-31,,
May06,SAIR,2006,5,Australia,ADD,PALADIN RESOURCES (AU),2006-05-31,,
May06,SAIR,2006,5,Australia,ADD,WORLEYPARSONS,2006-05-31,,
May06,SAIR,2006,5,Australia,ADD,ZINIFEX,2006-05-31,,
May06,SAIR,2006,5,China,ADD,FU JI FOOD & CATERING,2006-05-31,,
May06,SAIR,2006,5,China,ADD,GUANGZHOU R&F PROP H,2006-05-31,,2777.HK
May06,SAIR,2006,5,China,ADD,HOPSON DEVELOPMENT HDGS,2006-05-31,,
May06,SAIR,2006,5,China,ADD,HUNAN NONFERROUS METAL H,2006-05-31,,
May06,SAIR,2006,5,China,ADD,SINOCHEM HONG KONG,2006-05-31,,
May06,SAIR,2006,5,China,ADD,XINAO GAS HOLDINGS,2006-05-31,,
May06,SAIR,2006,5,China,DEL,AVICHINA IND & TECH H,2006-05-31,,2357.HK
May06,SAIR,2006,5,China,DEL,CHINA PHARMACEUTICAL GRP,2006-05-31,,
May06,SAIR,2006,5,China,DEL,DIGITAL CHINA HOLDINGS,2006-05-31,,0861.HK
May06,SAIR,2006,5,China,DEL,QINGLING MOTORS CO H,2006-05-31,,1122.HK
May06,SAIR,2006,5,HongKong,ADD,FOXCONN INTERNATIONAL,2006-05-31,,
May06,SAIR,2006,5,HongKong,ADD,MELCO INT'L DEVELOP,2006-05-31,,
May06,SAIR,2006,5,HongKong,ADD,SHUN TAK HOLDINGS,2006-05-31,,0242.HK
May06,SAIR,2006,5,HongKong,DEL,SCMP GRP,2006-05-31,,
May06,SAIR,2006,5,HongKong,DEL,SMARTONE TELECOM. HLDGS,2006-05-31,,
May06,SAIR,2006,5,India,ADD,BAJAJ HINDUSTHAN,2006-05-31,,BAJAJHIND.BO
May06,SAIR,2006,5,India,ADD,INDIABULLS FINL SERVICE,2006-05-31,,
May06,SAIR,2006,5,India,ADD,JAIPRAKASH ASSOCIATES,2006-05-31,,
May06,SAIR,2006,5,India,ADD,RELIANCE CAPITAL,2006-05-31,,
May06,SAIR,2006,5,India,ADD,SIEMENS INDIA,2006-05-31,,ENRIN
May06,SAIR,2006,5,India,DEL,CASTROL INDIA,2006-05-31,,CASTROLIND.NS
May06,SAIR,2006,5,Indonesia,ADD,BERLIAN LAJU TANKER,2006-05-31,,BLTA.JK
May06,SAIR,2006,5,Indonesia,DEL,MATAHARI PUTRA PRIMA,2006-05-31,,MPPA.JK
May06,SAIR,2006,5,Indonesia,DEL,TEMPO SCAN PACIFIC,2006-05-31,,TSPC.JK
May06,SAIR,2006,5,Japan,ADD,ACCESS CO,2006-05-31,,4813.T
May06,SAIR,2006,5,Japan,ADD,ARRK CORP,2006-05-31,,
May06,SAIR,2006,5,Japan,ADD,ASICS CORP,2006-05-31,,7936.T
May06,SAIR,2006,5,Japan,ADD,DAIFUKU CO,2006-05-31,,6383.T
May06,SAIR,2006,5,Japan,ADD,EDION CORP,2006-05-31,,2730.T
May06,SAIR,2006,5,Japan,ADD,HANSHIN ELEC. RAILWAY CO,2006-05-31,,
May06,SAIR,2006,5,Japan,ADD,HASEKO CORP,2006-05-31,,1808.T
May06,SAIR,2006,5,Japan,ADD,HITACHI HIGH-TECH,2006-05-31,,
May06,SAIR,2006,5,Japan,ADD,JAPAN STEEL WORKS,2006-05-31,,5631.T
May06,SAIR,2006,5,Japan,ADD,KK DAVINCI ADVISORS,2006-05-31,,
May06,SAIR,2006,5,Japan,ADD,OKUMA HOLDINGS,2006-05-31,,
May06,SAIR,2006,5,Japan,ADD,OSG CORP,2006-05-31,,6136.T
May06,SAIR,2006,5,Japan,ADD,OTSUKA CORP,2006-05-31,,4768
May06,SAIR,2006,5,Japan,ADD,PARK24 CO,2006-05-31,,4666.T
May06,SAIR,2006,5,Japan,ADD,ROUND ONE CORP,2006-05-31,,4680.T
May06,SAIR,2006,5,Japan,ADD,SAPPORO HOKUYO HOLDINGS,2006-05-31,,
May06,SAIR,2006,5,Japan,ADD,SHINKO ELECTRIC IND CO,2006-05-31,,
May06,SAIR,2006,5,Japan,ADD,SUMITOMO TITANIUM CORP,2006-05-31,,
May06,SAIR,2006,5,Japan,ADD,TOHO TITANIUM CO,2006-05-31,,
May06,SAIR,2006,5,Japan,ADD,TOKAI RIKA CO,2006-05-31,,6995.T
May06,SAIR,2006,5,Japan,ADD,TOKYO SEIMITSU CO,2006-05-31,,7729.T
May06,SAIR,2006,5,Japan,DEL,ANRITSU CORP,2006-05-31,,6754.T
May06,SAIR,2006,5,Japan,DEL,ARIAKE JAPAN CO,2006-05-31,,2815.T
May06,SAIR,2006,5,Japan,DEL,HITACHI SOFTWARE ENGIN.,2006-05-31,,
May06,SAIR,2006,5,Japan,DEL,ISHIHARA SANGYO KAISHA,2006-05-31,,4028.T
May06,SAIR,2006,5,Japan,DEL,NICHII GAKKAN CO,2006-05-31,,
May06,SAIR,2006,5,Japan,DEL,SANDEN CORP,2006-05-31,,6444.T
May06,SAIR,2006,5,Japan,DEL,TAKUMA CO,2006-05-31,,6013.T
May06,SAIR,2006,5,Korea,ADD,ASIANA AIRLINES SERVICES,2006-05-31,,
May06,SAIR,2006,5,Korea,ADD,DAEWOO INT'L CORP,2006-05-31,,
May06,SAIR,2006,5,Korea,ADD,DONGBU INSURANCE CO,2006-05-31,,
May06,SAIR,2006,5,Korea,ADD,HANMI PHARM CO,2006-05-31,,128940.KS
May06,SAIR,2006,5,Korea,ADD,HYUNDAI AUTONET CO,2006-05-31,,
May06,SAIR,2006,5,Korea,ADD,HYUNDAI MARINE & FIRE IN,2006-05-31,,001450.KS
May06,SAIR,2006,5,Korea,ADD,KOREA ZINC,2006-05-31,,010130.KS
May06,SAIR,2006,5,Korea,ADD,KOREAN REINSURANCE CO,2006-05-31,,003690.KS
May06,SAIR,2006,5,Korea,ADD,KT FREETEL,2006-05-31,,
May06,SAIR,2006,5,Korea,ADD,LOTTE CHILSUNG BEVERAGE,2006-05-31,,005300.KS
May06,SAIR,2006,5,Korea,ADD,LOTTE CONFECTIONERY CO,2006-05-31,,
May06,SAIR,2006,5,Korea,ADD,MIRAE ASSET SEC CO LTD,2006-05-31,,006805.KS
May06,SAIR,2006,5,Korea,ADD,ORION CORP,2006-05-31,,271560.KS
May06,SAIR,2006,5,Korea,ADD,SAMSUNG ENGINEERING CO,2006-05-31,,
May06,SAIR,2006,5,Korea,ADD,SAMSUNG TECHWIN CO,2006-05-31,,
May06,SAIR,2006,5,Korea,ADD,TONG YANG INVEST BANK,2006-05-31,,
May06,SAIR,2006,5,Korea,ADD,WOONGJIN COWAY CO,2006-05-31,,
May06,SAIR,2006,5,Malaysia,DEL,BANDAR RAYA DEVELOPMENTS,2006-05-31,,
May06,SAIR,2006,5,Malaysia,DEL,EDARAN OTOMOBIL NASIONAL,2006-05-31,,
May06,SAIR,2006,5,Malaysia,DEL,HONG LEONG INDUSTRIES,2006-05-31,,3301.KL
May06,SAIR,2006,5,Malaysia,DEL,MAA HOLDINGS,2006-05-31,,
May06,SAIR,2006,5,Malaysia,DEL,MALAYSIA AIRPORTS HLDGS,2006-05-31,,
May06,SAIR,2006,5,Malaysia,DEL,MALAYSIAN OXYGEN,2006-05-31,,
May06,SAIR,2006,5,Malaysia,DEL,MK LAND HLDGS,2006-05-31,,
May06,SAIR,2006,5,Malaysia,DEL,NESTLE (MALAYSIA),2006-05-31,,
May06,SAIR,2006,5,Malaysia,DEL,NEW STRAITS TIMES PRESS,2006-05-31,,
May06,SAIR,2006,5,Malaysia,DEL,ORIENTAL HOLDINGS,2006-05-31,,4006.KL
May06,SAIR,2006,5,Malaysia,DEL,OSK HOLDINGS,2006-05-31,,5053.KL
May06,SAIR,2006,5,Malaysia,DEL,PUNCAK NIAGA HOLDINGS,2006-05-31,,6807.KL
May06,SAIR,2006,5,Malaysia,DEL,UNISEM (MALAYSIA),2006-05-31,,
May06,SAIR,2006,5,Malaysia,DEL,WTK HOLDINGS,2006-05-31,,
May06,SAIR,2006,5,Philippines,DEL,ABS-CBN HOLDINGS PDR,2006-05-31,,
May06,SAIR,2006,5,Singapore,DEL,DATACRAFT ASIA (USD),2006-05-31,,
May06,SAIR,2006,5,Singapore,DEL,OVERSEAS UNION ENT.,2006-05-31,,
May06,SAIR,2006,5,Taiwan,ADD,CATCHER TECH CO,2006-05-31,2474,2474
May06,SAIR,2006,5,Taiwan,ADD,CHENG UEI PRECISION IND,2006-05-31,,2392.TW
May06,SAIR,2006,5,Taiwan,ADD,COMPAL COMMUNICATIONS,2006-05-31,,
May06,SAIR,2006,5,Taiwan,ADD,INVENTEC APPLIANCES,2006-05-31,,
May06,SAIR,2006,5,Taiwan,ADD,NOVATEK MICROELECTRS,2006-05-31,,3034
May06,SAIR,2006,5,Taiwan,ADD,PHOENIX PRECISION TECH,2006-05-31,,
May06,SAIR,2006,5,Taiwan,DEL,ELITEGROUP COMPUTER SYS,2006-05-31,,2331.TW
May06,SAIR,2006,5,Taiwan,DEL,NIEN HSING TEXTILE CORP,2006-05-31,,
May06,SAIR,2006,5,Taiwan,DEL,SHIHLIN ELECTR. & ENG,2006-05-31,,1503.TW
May06,SAIR,2006,5,Taiwan,DEL,SYSTEX CORP,2006-05-31,,6214.TW
May06,SAIR,2006,5,Taiwan,DEL,TAIWAN STYRENE MONOMER,2006-05-31,,1310.TW
May06,SAIR,2006,5,Thailand,ADD,CENTRAL PATTANA PUB CO,2006-05-31,,CPN-R.BK
May06,SAIR,2006,5,Thailand,ADD,GLOW ENERGY,2006-05-31,,
May06,SAIR,2006,5,Thailand,DEL,GMM GRAMMY,2006-05-31,,GRAMMY.BK
May06,SAIR,2006,5,Thailand,DEL,ITV PCL,2006-05-31,,
Aug06,QIR,2006,8,China,ADD,NINE DRAGONS PAPER,2006-08-31,,2689.HK
Aug06,QIR,2006,8,Taiwan,ADD,FORMOSA PETROCHEMICAL CO,2006-08-31,6505,6505
Aug06,QIR,2006,8,Taiwan,ADD,NAN YA PRINTED CIRCUIT,2006-08-31,8046,8046
Aug06,QIR,2006,8,Thailand,ADD,RAYONG REFINERY PCL,2006-08-31,,
Nov06,SAIR,2006,11,China,ADD,SHIMAO PROPERTY HLDGS,2006-11-30,,
Nov06,SAIR,2006,11,Singapore,ADD,CAPITACOMMERCIAL TRUST,2006-11-30,,
Nov06,SAIR,2006,11,Thailand,ADD,THAI PETROCHEMICAL INDUS,2006-11-30,,
Feb07,QIR,2007,2,China,DEL,TCL MULTIMEDIA TECH,2007-02-28,,
Feb07,QIR,2007,2,HongKong,ADD,SHUI ON LAND,2007-02-28,,0272.HK
Feb07,QIR,2007,2,Taiwan,ADD,INNOLUX DISPLAY,2007-02-28,,
Feb07,QIR,2007,2,Taiwan,ADD,POWERCHIP SEMICONDUCTOR,2007-02-28,6770,6770
Feb07,QIR,2007,2,Thailand,DEL,SINO THAI ENGR & CONSTR,2007-02-28,,
May07,SAIR,2007,5,Australia,ADD,FORTESCUE METALS GROUP,2007-05-31,,
May07,SAIR,2007,5,China,ADD,CHINA SHENHUA ENERGY H,2007-05-31,,1088
May07,SAIR,2007,5,China,ADD,HANGZHOU STEAM TURBINE B,2007-05-31,,
May07,SAIR,2007,5,China,ADD,HENGAN INT'L GROUP CO,2007-05-31,,
May07,SAIR,2007,5,HongKong,ADD,TENCENT HOLDINGS LIMITED,2007-05-31,,0700.HK
May07,SAIR,2007,5,HongKong,ADD,TINGYI HOLDING CORP,2007-05-31,,
May07,SAIR,2007,5,HongKong,DEL,SOLOMON SYSTECH,2007-05-31,,2878.HK
May07,SAIR,2007,5,HongKong,DEL,TEXWINCA HOLDINGS,2007-05-31,,0321.HK
May07,SAIR,2007,5,India,ADD,ADITYA BIRLA NUVO,2007-05-31,,
May07,SAIR,2007,5,India,ADD,UNITECH,2007-05-31,,UNITECH.BO
May07,SAIR,2007,5,India,ADD,VIDEOCON INDUSTRIES LTD,2007-05-31,,
May07,SAIR,2007,5,India,DEL,ARVIND MILLS,2007-05-31,,
May07,SAIR,2007,5,India,DEL,BAJAJ HINDUSTHAN,2007-05-31,,BAJAJHIND.BO
May07,SAIR,2007,5,India,DEL,BANK OF BARODA,2007-05-31,,BANKBARODA
May07,SAIR,2007,5,India,DEL,BIOCON LTD,2007-05-31,,BIOCON.BO
May07,SAIR,2007,5,India,DEL,BRITANNIA INDUSTRIES,2007-05-31,,BRITANNIA
May07,SAIR,2007,5,India,DEL,COLGATE-PALMOLIVE INDIA,2007-05-31,,COLPAL
May07,SAIR,2007,5,India,DEL,JET AIRWAYS INDIA,2007-05-31,,
May07,SAIR,2007,5,India,DEL,MATRIX LABORATORIES,2007-05-31,,
May07,SAIR,2007,5,India,DEL,MOSER BAER (INDIA),2007-05-31,,
May07,SAIR,2007,5,India,DEL,NICHOLAS PI RAMAL,2007-05-31,,
May07,SAIR,2007,5,Japan,ADD,AEON MALL CO,2007-05-31,,
May07,SAIR,2007,5,Japan,ADD,HACHIJUNI BANK,2007-05-31,,
May07,SAIR,2007,5,Japan,ADD,HIROSHIMA BANK,2007-05-31,,
May07,SAIR,2007,5,Japan,ADD,IDEMITSU KOSAN CO,2007-05-31,,5019.T
May07,SAIR,2007,5,Japan,ADD,JAPAN PETROLEUM EXP.,2007-05-31,,1662.T
May07,SAIR,2007,5,Japan,ADD,JUPITER TELECOM,2007-05-31,,
May07,SAIR,2007,5,Japan,ADD,MITSUBISHI UFJ LEASE FIN,2007-05-31,,
May07,SAIR,2007,5,Japan,ADD,NOMURA REAL ESTATE HLD,2007-05-31,,
May07,SAIR,2007,5,Japan,ADD,TOYOTA BOSHOKU CORP,2007-05-31,,3116.T
May07,SAIR,2007,5,Japan,DEL,AMANO CORP,2007-05-31,,6436.T
May07,SAIR,2007,5,Japan,DEL,ARRK CORP,2007-05-31,,
May07,SAIR,2007,5,Japan,DEL,INDEX HOLDINGS,2007-05-31,,
May07,SAIR,2007,5,Japan,DEL,KAKEN PHARMACEUTICAL CO,2007-05-31,,4521.T
May07,SAIR,2007,5,Japan,DEL,KATOKICHI CO,2007-05-31,,
May07,SAIR,2007,5,Japan,DEL,NET ONE SYSTEMS CO,2007-05-31,,
May07,SAIR,2007,5,Japan,DEL,SFCG CO,2007-05-31,,
May07,SAIR,2007,5,Japan,DEL,TOKYO STYLE CO,2007-05-31,,
May07,SAIR,2007,5,Japan,DEL,UNIDEN CORP,2007-05-31,,
May07,SAIR,2007,5,Korea,ADD,DOOSAN HEAVY INDUSTRIES,2007-05-31,,
May07,SAIR,2007,5,Korea,ADD,HANWHA CORP,2007-05-31,,000880.KS
May07,SAIR,2007,5,Korea,ADD,HYUNDAI MERCHANT MARINE,2007-05-31,,
May07,SAIR,2007,5,Korea,ADD,HYUNDAI STEEL CO,2007-05-31,,004020.KS
May07,SAIR,2007,5,Korea,DEL,DAEDUCK ELECTRONICS CO,2007-05-31,,353200.KS
May07,SAIR,2007,5,Malaysia,ADD,UEM WORLD,2007-05-31,,
May07,SAIR,2007,5,Malaysia,DEL,KURNIA ASIA,2007-05-31,,
May07,SAIR,2007,5,Malaysia,DEL,TAN CHONG MOTOR HOLDINGS,2007-05-31,,4405.KL
May07,SAIR,2007,5,NewZealand,DEL,TOWER,2007-05-31,,
May07,SAIR,2007,5,NewZealand,DEL,WAREHOUSE GROUP,2007-05-31,,WHS.NZ
May07,SAIR,2007,5,Philippines,ADD,PNOC ENERGY DEV CORP,2007-05-31,,
May07,SAIR,2007,5,Singapore,DEL,CREATIVE TECHNOLOGY,2007-05-31,,C76.SI
May07,SAIR,2007,5,Taiwan,ADD,EPISTAR CORP,2007-05-31,2448,2448
May07,SAIR,2007,5,Taiwan,ADD,INOTERA MEMORIES,2007-05-31,,
May07,SAIR,2007,5,Taiwan,ADD,KINSUS INTERCONNECT TECH,2007-05-31,3189,3189
May07,SAIR,2007,5,Taiwan,ADD,MOSEL VITELIC,2007-05-31,,2342.TW
May07,SAIR,2007,5,Taiwan,ADD,MOTECH INDUSTRIES,2007-05-31,,6244.TWO
May07,SAIR,2007,5,Taiwan,ADD,NANYA TECHNOLOGY CORP,2007-05-31,,2408.TW
May07,SAIR,2007,5,Taiwan,ADD,POWERTECH TECHNOLOGY,2007-05-31,3296,3296
May07,SAIR,2007,5,Taiwan,ADD,PRO MOS TECHNOLOGIES,2007-05-31,,
May07,SAIR,2007,5,Taiwan,ADD,TRIPOD TECHNOLOGY CORP,2007-05-31,,3044.TW
May07,SAIR,2007,5,Taiwan,ADD,UNIMICRON TECHNOLOGY,2007-05-31,3037,3037
May07,SAIR,2007,5,Taiwan,ADD,VANGUARD INT'L SEMICON,2007-05-31,,
May07,SAIR,2007,5,Taiwan,ADD,WISTRON CORP,2007-05-31,3231,3231
May07,SAIR,2007,5,Taiwan,DEL,ACCTON TECHNOLOGY CORP,2007-05-31,2345,2345
May07,SAIR,2007,5,Taiwan,DEL,GIANT MANUFACTURING CO.,2007-05-31,9921,9921
May07,SAIR,2007,5,Taiwan,DEL,NIEN MADE ENTERPRISE CO,2007-05-31,8464,8464
May07,SAIR,2007,5,Taiwan,DEL,OPTIMAX TECHNOLOGY CORP,2007-05-31,,3051.TW
May07,SAIR,2007,5,Taiwan,DEL,PHOENIXTEC POWER CO,2007-05-31,,
May07,SAIR,2007,5,Thailand,DEL,DELTA ELECTRONICS THAI,2007-05-31,,DELTA.BK
May07,SAIR,2007,5,Thailand,DEL,ITALIAN THAI DEVELOPMENT,2007-05-31,,ITD.BK
May07,SAIR,2007,5,Thailand,DEL,KIATNAKIN BANK,2007-05-31,,KKP.R
May07,SAIR,2007,5,Thailand,DEL,KIM ENG SECURITIES THAI,2007-05-31,,
May07,SAIR,2007,5,Thailand,DEL,SAHAVIRIYA STEEL IND,2007-05-31,,
May07,SAIR,2007,5,Thailand,DEL,THAI UNION FROZEN PROD,2007-05-31,,
May07,SAIR,2007,5,Thailand,DEL,TISCO BANK,2007-05-31,,
Aug07,QIR,2007,8,China,ADD,COUNTRY GARDEN HLDGS,2007-08-31,,
Aug07,QIR,2007,8,Malaysia,DEL,TRANSMILE GROUP,2007-08-31,,
Nov07,SAIR,2007,11,Australia,ADD,BOART LONGYEAR GROUP,2007-11-30,,
Nov07,SAIR,2007,11,Australia,ADD,OXIANA,2007-11-30,,
Nov07,SAIR,2007,11,Australia,ADD,ST GEORGE BANK,2007-11-30,,
Nov07,SAIR,2007,11,Australia,DEL,APN NEWS & MEDIA,2007-11-30,,
Nov07,SAIR,2007,11,China,ADD,CHINA BLUECHEMICAL H,2007-11-30,,3983.HK
Nov07,SAIR,2007,11,China,ADD,CHINA COAL ENERGY H,2007-11-30,,1898
Nov07,SAIR,2007,11,China,ADD,CHINA COMM SERVI H,2007-11-30,,0552.HK
Nov07,SAIR,2007,11,China,ADD,CHINA HIGH SPEED TRANSMI,2007-11-30,,0658.HK
Nov07,SAIR,2007,11,China,ADD,CHINA INSURANCE INT' L,2007-11-30,,
Nov07,SAIR,2007,11,China,ADD,CHINA MERCHANTS BANK H,2007-11-30,,3968
Nov07,SAIR,2007,11,China,ADD,CHINA MOLYBDENUM CO H,2007-11-30,,3993
Nov07,SAIR,2007,11,China,ADD,CHINA NAT BUILDING MAT H,2007-11-30,,3323
Nov07,SAIR,2007,11,China,ADD,CHINA NETCOM GROUP,2007-11-30,,
Nov07,SAIR,2007,11,China,ADD,CHINA OILFIELD SVCS H,2007-11-30,,
Nov07,SAIR,2007,11,China,ADD,CHINA UNICOM,2007-11-30,,0762.HK
Nov07,SAIR,2007,11,China,ADD,CHINA VANKE CO B,2007-11-30,,2202.HK
Nov07,SAIR,2007,11,China,ADD,CITIC RESOURCES HOLDINGS,2007-11-30,,1205.HK
Nov07,SAIR,2007,11,China,ADD,CNPC HONG KONG,2007-11-30,,
Nov07,SAIR,2007,11,China,ADD,DONGFANG ELE MACH H,2007-11-30,,
Nov07,SAIR,2007,11,China,ADD,HARBIN POWER EQUIPMENT H,2007-11-30,,
Nov07,SAIR,2007,11,China,ADD,INNER MONGOLIA YITAI B,2007-11-30,,900948.SS
Nov07,SAIR,2007,11,China,ADD,KWG PPTY HLDG,2007-11-30,,
Nov07,SAIR,2007,11,China,ADD,SHANGHAI LUJIA. B SS(USD,2007-11-30,,
Nov07,SAIR,2007,11,China,ADD,SHANGHAI ZHENHUA PORT- B,2007-11-30,,
Nov07,SAIR,2007,11,China,ADD,SHOUGANG CONCORD INT'L,2007-11-30,,
Nov07,SAIR,2007,11,China,ADD,YANTAI CHANGYU PIONEER B,2007-11-30,,200869.SZ
Nov07,SAIR,2007,11,HongKong,ADD,C C LAND HOLDINGS,2007-11-30,,1224.HK
Nov07,SAIR,2007,11,HongKong,ADD,CHINESE ESTATES HOLDINGS,2007-11-30,,0127.HK
Nov07,SAIR,2007,11,HongKong,ADD,CITIC INT'L FINL HLDGS,2007-11-30,,
Nov07,SAIR,2007,11,HongKong,ADD,FOSUN INT'L,2007-11-30,,0656.HK
Nov07,SAIR,2007,11,HongKong,ADD,HANG LUNG GROUP,2007-11-30,,0010.HK
Nov07,SAIR,2007,11,HongKong,ADD,HENDERSON INVESTMENT,2007-11-30,,0097.HK
Nov07,SAIR,2007,11,HongKong,ADD,HONGKONG AIRCRAFT HAECO,2007-11-30,,
Nov07,SAIR,2007,11,HongKong,ADD,LEE & MAN PAPER MFG,2007-11-30,,
Nov07,SAIR,2007,11,HongKong,ADD,LIFESTYLE INTL HLDGS,2007-11-30,,
Nov07,SAIR,2007,11,HongKong,ADD,NWS HOLDINGS,2007-11-30,,
Nov07,SAIR,2007,11,HongKong,ADD,PACIFIC BASIN SHIPPING,2007-11-30,,
Nov07,SAIR,2007,11,HongKong,ADD,PARKSON RETAIL GROUP,2007-11-30,,3368.HK
Nov07,SAIR,2007,11,HongKong,ADD,WHEELOCK AND CO,2007-11-30,,
Nov07,SAIR,2007,11,HongKong,DEL,JOHNSON ELECTRIC HLDGS,2007-11-30,,
Nov07,SAIR,2007,11,HongKong,DEL,TECHTRONIC INDUSTRIES CO,2007-11-30,,669
Nov07,SAIR,2007,11,India,ADD,CAIRN INDIA,2007-11-30,,
Nov07,SAIR,2007,11,India,ADD,DLF,2007-11-30,,DLF.BO
Nov07,SAIR,2007,11,India,ADD,GMR INFRASTRUCTURE,2007-11-30,,
Nov07,SAIR,2007,11,India,ADD,HCL TECHNOLOGIES,2007-11-30,,HCLTECH
Nov07,SAIR,2007,11,India,ADD,NTPC,2007-11-30,,NTPCGREEN.BO
Nov07,SAIR,2007,11,India,ADD,RELIANCE NATURAL RESOURC,2007-11-30,,
Nov07,SAIR,2007,11,India,ADD,STERLITE INDUSTRIES,2007-11-30,,
Nov07,SAIR,2007,11,India,ADD,UNITED SPIRITS,2007-11-30,,UNITDSPR
Nov07,SAIR,2007,11,India,DEL,ASHOK LEYLAND,2007-11-30,,ASHOKLEY
Nov07,SAIR,2007,11,India,DEL,ASIAN PAINTS,2007-11-30,,ASIANPAINT
Nov07,SAIR,2007,11,India,DEL,BHARAT FORGE,2007-11-30,,BHARATFORG.BO
Nov07,SAIR,2007,11,India,DEL,GLAXOSMITHKLINE PHARMA,2007-11-30,,GLAXO.BO
Nov07,SAIR,2007,11,India,DEL,HINDUSTAN PETROLEUM CORP,2007-11-30,,HINDPETRO
Nov07,SAIR,2007,11,India,DEL,NESTLE INDIA,2007-11-30,,NESTLEIND.BO
Nov07,SAIR,2007,11,India,DEL,VIDEOCON INDUSTRIES LTD,2007-11-30,,
Nov07,SAIR,2007,11,Indonesia,ADD,TRUBA ALAM MANUNGGAL ENG,2007-11-30,,
Nov07,SAIR,2007,11,Indonesia,DEL,BANK INT'L INDONESIA,2007-11-30,,
Nov07,SAIR,2007,11,Indonesia,DEL,BERLIAN LAJU TANKER,2007-11-30,,BLTA.JK
Nov07,SAIR,2007,11,Japan,ADD,AIOI INSURANCE,2007-11-30,,
Nov07,SAIR,2007,11,Japan,ADD,AOZORA BANK,2007-11-30,,8304.T
Nov07,SAIR,2007,11,Japan,ADD,BROTHER INDUSTRIES,2007-11-30,,6448.T
Nov07,SAIR,2007,11,Japan,ADD,CHUGOKU ELECTRIC POWER,2007-11-30,,9504.T
Nov07,SAIR,2007,11,Japan,ADD,COSMO OIL CO,2007-11-30,,
Nov07,SAIR,2007,11,Japan,ADD,DAIHATSU MOTOR CO,2007-11-30,,
Nov07,SAIR,2007,11,Japan,ADD,DAINIPPON SUMITOMO PHARM,2007-11-30,,
Nov07,SAIR,2007,11,Japan,ADD,FUJI HEAVY INDUSTRIES,2007-11-30,,
Nov07,SAIR,2007,11,Japan,ADD,HITACHI METALS,2007-11-30,,
Nov07,SAIR,2007,11,Japan,ADD,HOKURIKU ELECTRIC POWER,2007-11-30,,9505.T
Nov07,SAIR,2007,11,Japan,ADD,ISUZU MOTORS,2007-11-30,,7202
Nov07,SAIR,2007,11,Japan,ADD,MAZDA MOTOR CORP,2007-11-30,,7261.T
Nov07,SAIR,2007,11,Japan,ADD,MITSUBISHI MOTORS CORP,2007-11-30,,7211.T
Nov07,SAIR,2007,11,Japan,ADD,MIZUHO TRUST & BANKING,2007-11-30,,
Nov07,SAIR,2007,11,Japan,ADD,NIPPONKOA INSURANCE CO,2007-11-30,,
Nov07,SAIR,2007,11,Japan,ADD,ONO PHARMACEUTICAL CO,2007-11-30,,4528.T
Nov07,SAIR,2007,11,Japan,ADD,SHIKOKU ELECTRIC POWER,2007-11-30,,9507.T
Nov07,SAIR,2007,11,Japan,ADD,SQUARE ENIX CO,2007-11-30,,
Nov07,SAIR,2007,11,Japan,ADD,SUZUKI MOTOR CORP,2007-11-30,,7269.T
Nov07,SAIR,2007,11,Japan,ADD,URBAN CORP,2007-11-30,,
Nov07,SAIR,2007,11,Japan,ADD,YAMATO KOGYO CO,2007-11-30,,5444.T
Nov07,SAIR,2007,11,Japan,DEL,DAINIPPON SCREEN MFG CO,2007-11-30,,
Nov07,SAIR,2007,11,Japan,DEL,HITACHI CAPITAL CORP,2007-11-30,,
Nov07,SAIR,2007,11,Japan,DEL,PARK24 CO,2007-11-30,,4666.T
Nov07,SAIR,2007,11,Japan,DEL,SUMITOMO BAKELITE CO,2007-11-30,,4203.T
Nov07,SAIR,2007,11,Japan,DEL,TOYOBO CO,2007-11-30,,3101.T
Nov07,SAIR,2007,11,Korea,ADD,DACOM CORP,2007-11-30,,
Nov07,SAIR,2007,11,Korea,ADD,DC CHEMICAL CO,2007-11-30,,
Nov07,SAIR,2007,11,Korea,ADD,DOOSAN CORP,2007-11-30,,000150
Nov07,SAIR,2007,11,Korea,ADD,GS HOLDINGS CORP,2007-11-30,,078930.KS
Nov07,SAIR,2007,11,Korea,ADD,HYNIX SEMICONDUCTOR,2007-11-30,,
Nov07,SAIR,2007,11,Korea,ADD,INDUSTRIAL BANK OF KOREA,2007-11-30,,024110
Nov07,SAIR,2007,11,Korea,ADD,KOREA GAS CORP,2007-11-30,,036460.KS
Nov07,SAIR,2007,11,Korea,ADD,KOREA LINE CORP,2007-11-30,,005880.KS
Nov07,SAIR,2007,11,Korea,ADD,KUMHO INDUSTRIAL CO,2007-11-30,,
Nov07,SAIR,2007,11,Korea,ADD,LG CORP (NEW),2007-11-30,,
Nov07,SAIR,2007,11,Korea,ADD,LG TELECOM,2007-11-30,,
