review,review_type,year,month,market,action,security,eff_date_est,code,ticker
Nov10,SAIR,2010,11,Australia,DEL,ENERGY RESOURCES OF AUST,2010-11-30,,
Nov10,SAIR,2010,11,China,ADD,BOSIDENG INTL HLDGS,2010-11-30,,
Nov10,SAIR,2010,11,China,ADD,BRILLIANCE CHINA AUTO,2010-11-30,,1114.HK
Nov10,SAIR,2010,11,China,ADD,CHINA GAS HOLDINGS,2010-11-30,,384
Nov10,SAIR,2010,11,China,ADD,CHINA NATNL MATERIAL   H,2010-11-30,,
Nov10,SAIR,2010,11,China,ADD,CHINA RESOURCES CEMENT,2010-11-30,,
Nov10,SAIR,2010,11,China,ADD,CHINA SHANSHUI CEMENT GR,2010-11-30,,0691.HK
Nov10,SAIR,2010,11,China,ADD,CHINA STH AIRLINES H,2010-11-30,,
Nov10,SAIR,2010,11,China,ADD,EVERGRANDE REAL ESTATE,2010-11-30,,
Nov10,SAIR,2010,11,China,ADD,GCL POLY ENERGY,2010-11-30,,
Nov10,SAIR,2010,11,China,ADD,GREAT WALL MOTOR H,2010-11-30,,2333.HK
Nov10,SAIR,2010,11,China,ADD,HENGDELI HOLDINGS,2010-11-30,,3389.HK
Nov10,SAIR,2010,11,China,ADD,LONKING HOLDINGS,2010-11-30,,3339.HK
Nov10,SAIR,2010,11,China,ADD,YUEXIU PROPERTY CO,2010-11-30,,0123.HK
Nov10,SAIR,2010,11,China,ADD,ZHAOJIN MINING IND H,2010-11-30,,1818.HK
Nov10,SAIR,2010,11,China,ADD,ZHUZHOU CSR TIMES ELEC H,2010-11-30,,
Nov10,SAIR,2010,11,China,DEL,YANTAI CHANGYU PIONEER B,2010-11-30,,200869.SZ
Nov10,SAIR,2010,11,HongKong,ADD,INDL&COMM BK CHINA(ASIA),2010-11-30,,
Nov10,SAIR,2010,11,HongKong,ADD,SJM HOLDINGS,2010-11-30,,0880.HK
Nov10,SAIR,2010,11,HongKong,DEL,TELEVISION BROADCASTS,2010-11-30,,0511.HK
Nov10,SAIR,2010,11,India,ADD,CANARA BANK,2010-11-30,,CANBK.NS
Nov10,SAIR,2010,11,India,ADD,INDUSIND BANK,2010-11-30,,INDUSINDBK.BO
Nov10,SAIR,2010,11,India,ADD,LIC HOUSING FINANCE,2010-11-30,,LICHSGFIN.NS
Nov10,SAIR,2010,11,India,ADD,LUPIN,2010-11-30,,LUPIN
Nov10,SAIR,2010,11,India,ADD,ULTRATECH CEMENT,2010-11-30,,ULTRACEMCO
Nov10,SAIR,2010,11,India,DEL,RELIANCE NATURAL RESOURC,2010-11-30,,
Nov10,SAIR,2010,11,Indonesia,ADD,CHAROEN POKPHAND INDON.,2010-11-30,,CPIN
Nov10,SAIR,2010,11,Indonesia,ADD,KALBE FARMA,2010-11-30,,KLBF
Nov10,SAIR,2010,11,Japan,ADD,GREE,2010-11-30,,
Nov10,SAIR,2010,11,Japan,ADD,MIRACA HOLDINGS,2010-11-30,,
Nov10,SAIR,2010,11,Japan,ADD,NABTESCO CORP,2010-11-30,,6268.T
Nov10,SAIR,2010,11,Japan,DEL,ACOM CO,2010-11-30,,8572.T
Nov10,SAIR,2010,11,Japan,DEL,JAFCO CO,2010-11-30,,
Nov10,SAIR,2010,11,Japan,DEL,NISSHA PRINTING CO,2010-11-30,,
Nov10,SAIR,2010,11,Japan,DEL,TAIHEIYO CEMENT CORP,2010-11-30,,5233.T
Nov10,SAIR,2010,11,Korea,ADD,HANJIN SHIPPING CO (NEW),2010-11-30,,
Nov10,SAIR,2010,11,Korea,ADD,HYUNDAI MERCHANT MARINE,2010-11-30,,
Nov10,SAIR,2010,11,Korea,ADD,LG CHEM PREF,2010-11-30,,051915.KS
Nov10,SAIR,2010,11,Korea,ADD,MANDO,2010-11-30,,204320.KS
Nov10,SAIR,2010,11,Korea,DEL,HITE BREWERY CO (NEW),2010-11-30,,
Nov10,SAIR,2010,11,Philippines,ADD,ABOITIZ POWER,2010-11-30,,
Nov10,SAIR,2010,11,Philippines,ADD,ALLIANCE GLOBAL GROUP,2010-11-30,,AGI
Nov10,SAIR,2010,11,Singapore,ADD,GLOBAL LOGISTICS PROP,2010-11-30,,
Nov10,SAIR,2010,11,Taiwan,ADD,CHINA MOTOR CORP,2010-11-30,2204,2204
Nov10,SAIR,2010,11,Taiwan,ADD,CHINA PETROCHEMICAL DEV,2010-11-30,,1314.TW
Nov10,SAIR,2010,11,Taiwan,ADD,HIGHWEALTH CONSTRUCTION,2010-11-30,2542,2542
Nov10,SAIR,2010,11,Taiwan,ADD,LEE CHANG YUNG CHEM IND,2010-11-30,,
Nov10,SAIR,2010,11,Taiwan,ADD,NAN KANG RUBBER TIRE CO,2010-11-30,,
Nov10,SAIR,2010,11,Taiwan,ADD,SINOAMERICAN SILICON PRO,2010-11-30,,
Nov10,SAIR,2010,11,Taiwan,ADD,TAINAN SPINNING,2010-11-30,,1440.TW
Nov10,SAIR,2010,11,Taiwan,DEL,CHINESE GAMER INT'L,2010-11-30,,
Nov10,SAIR,2010,11,Taiwan,DEL,COMPAL COMMUNICATIONS,2010-11-30,,
Nov10,SAIR,2010,11,Taiwan,DEL,MICRO-STAR INTERNATIONAL,2010-11-30,2377,2377
Nov10,SAIR,2010,11,Thailand,ADD,INDORAMA VENTURES,2010-11-30,,IVL.BK
Nov10,SAIR,2010,11,Thailand,ADD,THAI AIRWAYS INT'L,2010-11-30,,
Feb11,QIR,2011,2,China,ADD,CHANGSHA ZOOMLION H,2011-02-28,,
Feb11,QIR,2011,2,HongKong,DEL,MONGOLIA ENERGY CO,2011-02-28,,0276.HK
Feb11,QIR,2011,2,India,ADD,POWER GRID CORP OF INDIA,2011-02-28,,POWERGRID.BO
Feb11,QIR,2011,2,Philippines,ADD,ABOITIZ EQUITY VENTURES,2011-02-28,,AEV
Feb11,QIR,2011,2,Taiwan,ADD,HIWIN TECHNOLOGIES CORP,2011-02-28,2049,2049
Feb11,QIR,2011,2,Taiwan,ADD,MSTAR SEMICONDUCTOR,2011-02-28,,
Feb11,QIR,2011,2,Taiwan,ADD,TPK HOLDING CO,2011-02-28,3673,3673
May11,SAIR,2011,5,Australia,ADD,ILUKA RESOURCES,2011-05-31,,ILU.AX
May11,SAIR,2011,5,Australia,ADD,LYNAS CORPORATION,2011-05-31,,
May11,SAIR,2011,5,Australia,DEL,BILLABONG INTERNATIONAL,2011-05-31,,
May11,SAIR,2011,5,Australia,DEL,CSR,2011-05-31,,
May11,SAIR,2011,5,Australia,DEL,GOODMAN FIELDER,2011-05-31,,
May11,SAIR,2011,5,China,ADD,AVICHINA IND & TECH H,2011-05-31,,2357.HK
May11,SAIR,2011,5,China,ADD,CHINA MOLYBDENUM CO H,2011-05-31,,3993
May11,SAIR,2011,5,China,ADD,CHINA STATE CONSTRUCTION,2011-05-31,,601668.SS
May11,SAIR,2011,5,China,ADD,CHONGQING RURAL COMM H,2011-05-31,,3618.HK
May11,SAIR,2011,5,China,ADD,CSG HOLDING CO B,2011-05-31,,000012.SZ
May11,SAIR,2011,5,China,ADD,INTIME DEPARTMENT STORE,2011-05-31,,
May11,SAIR,2011,5,China,ADD,SANY HEAVY EQUIPMENT INT,2011-05-31,,0631.HK
May11,SAIR,2011,5,China,ADD,SIHUAN PHARMA HLDGS,2011-05-31,,
May11,SAIR,2011,5,China,DEL,CHINA TRAVEL INT'L,2011-05-31,,
May11,SAIR,2011,5,China,DEL,HOPSON DEVELOPMENT HDGS,2011-05-31,,
May11,SAIR,2011,5,China,DEL,SINOTRUK (HONG KONG),2011-05-31,,3808
May11,SAIR,2011,5,HongKong,ADD,GALAXY ENTERTAINMENT GRP,2011-05-31,,27
May11,SAIR,2011,5,India,ADD,ASIAN PAINTS,2011-05-31,,ASIANPAINT
May11,SAIR,2011,5,India,ADD,BANK OF INDIA,2011-05-31,,SBIN.NS
May11,SAIR,2011,5,India,ADD,DABUR INDIA,2011-05-31,,DABUR
May11,SAIR,2011,5,India,ADD,MUNDRA PORT AND SEZ,2011-05-31,,
May11,SAIR,2011,5,India,ADD,SHRIRAM TRANSPORT FIN,2011-05-31,,
May11,SAIR,2011,5,India,ADD,TITAN INDUSTRIES,2011-05-31,,
May11,SAIR,2011,5,Indonesia,ADD,XL AXIATA TBK,2011-05-31,,
May11,SAIR,2011,5,Japan,DEL,CANON MARKETING JAPAN,2011-05-31,,8060.T
May11,SAIR,2011,5,Japan,DEL,DOWA HOLDINGS CO,2011-05-31,,5714.T
May11,SAIR,2011,5,Japan,DEL,FUJI MEDIA HOLDINGS,2011-05-31,,4676.T
May11,SAIR,2011,5,Japan,DEL,HANKYU HANSHIN HLDG,2011-05-31,,9042
May11,SAIR,2011,5,Japan,DEL,ITO EN,2011-05-31,,2593.T
May11,SAIR,2011,5,Japan,DEL,MATSUI SECURITIES CO,2011-05-31,,8628.T
May11,SAIR,2011,5,Japan,DEL,MITSUI MINING & SMELTING,2011-05-31,,
May11,SAIR,2011,5,Japan,DEL,MITSUMI ELECTRIC CO,2011-05-31,,
May11,SAIR,2011,5,Japan,DEL,NISSAN CHEMICAL IND,2011-05-31,,
May11,SAIR,2011,5,Japan,DEL,NISSHINBO HLDGS,2011-05-31,,
May11,SAIR,2011,5,Japan,DEL,OBIC CO,2011-05-31,,4684.T
May11,SAIR,2011,5,Japan,DEL,SAPPORO HOKUYO HOLDINGS,2011-05-31,,
May11,SAIR,2011,5,Japan,DEL,SAPPORO HOLDINGS,2011-05-31,,
May11,SAIR,2011,5,Japan,DEL,SENSHU IKEDA HOLDINGS,2011-05-31,,8714.T
May11,SAIR,2011,5,Japan,DEL,SEVENTY-SEVEN BANK,2011-05-31,,
May11,SAIR,2011,5,Japan,DEL,SHINKO ELECTRIC IND CO,2011-05-31,,
May11,SAIR,2011,5,Japan,DEL,TOKUYAMA CORP,2011-05-31,,4043.T
May11,SAIR,2011,5,Japan,DEL,TOKYO STEEL MFG CO,2011-05-31,,
May11,SAIR,2011,5,Japan,DEL,TOKYO TATEMONO CO,2011-05-31,,8804.T
May11,SAIR,2011,5,Japan,DEL,UNY CO,2011-05-31,,9068.T
May11,SAIR,2011,5,Korea,ADD,HYUNDAI HYSCO,2011-05-31,,
May11,SAIR,2011,5,Korea,ADD,HYUNDAI WIA CORP,2011-05-31,,011210.KQ
May11,SAIR,2011,5,Korea,ADD,KOREA KUMHO PETROCHEM CO,2011-05-31,,
May11,SAIR,2011,5,Korea,ADD,KP CHEMICAL CORP,2011-05-31,,
May11,SAIR,2011,5,Korea,DEL,LG ELECTRONICS PREF,2011-05-31,,
May11,SAIR,2011,5,Korea,DEL,SK BROADBAND CO,2011-05-31,,
May11,SAIR,2011,5,Korea,DEL,TONG YANG SECURITIES,2011-05-31,,
May11,SAIR,2011,5,Malaysia,ADD,MALAYSIA AIRPORTS HLDGS,2011-05-31,,
May11,SAIR,2011,5,Malaysia,ADD,MALAYSIA MARINE AND HEAV,2011-05-31,,5186.KL
May11,SAIR,2011,5,Malaysia,ADD,UEM LAND HOLDINGS,2011-05-31,,
May11,SAIR,2011,5,Malaysia,DEL,MALAYSIAN AIRLINE SYSTEM,2011-05-31,,
May11,SAIR,2011,5,Philippines,ADD,ICTSI INT'L CONTAINER,2011-05-31,,
May11,SAIR,2011,5,Taiwan,DEL,MITAC INTERNATIONAL,2011-05-31,,
May11,SAIR,2011,5,Taiwan,DEL,PIXART IMAGING,2011-05-31,,3227.TWO
Aug11,QIR,2011,8,China,ADD,DONGYUE,2011-08-31,,0189.HK
Nov11,SAIR,2011,11,Australia,ADD,CAMPBELL BROTHERS,2011-11-30,,
Nov11,SAIR,2011,11,Australia,DEL,BLUESCOPE STEEL,2011-11-30,,BSL.AX
Nov11,SAIR,2011,11,Australia,DEL,PALADIN ENERGY,2011-11-30,,PDN.AX
Nov11,SAIR,2011,11,Australia,DEL,WESFARMERS PPS,2011-11-30,,
Nov11,SAIR,2011,11,China,ADD,CHINA RESOURCES GAS GRP,2011-11-30,,1193
Nov11,SAIR,2011,11,China,ADD,CHINA ZHENGTONG AUTO SER              CHINA,2011-11-30,,
Nov11,SAIR,2011,11,China,ADD,DAH CHONG HONG (CN)                   CHINA,2011-11-30,,
Nov11,SAIR,2011,11,China,ADD,DAPHNE INTL HOLDINGS(CN)              CHINA,2011-11-30,,
Nov11,SAIR,2011,11,China,ADD,FAR EAST HORIZON                      GREEN,2011-11-30,,
Nov11,SAIR,2011,11,China,ADD,HAIER ELCTRNCS GRP(CN)                HIDIL,2011-11-30,,
Nov11,SAIR,2011,11,China,ADD,SHANGHAI PHARM H                      KWG P,2011-11-30,,
Nov11,SAIR,2011,11,China,ADD,SUN ART RETAIL GROUP                  LI NI,2011-11-30,,
Nov11,SAIR,2011,11,China,ADD,YINGDE GASES GROUP CO                 MAANS,2011-11-30,,
Nov11,SAIR,2011,11,China,ADD,ZHONGSHENG GROUP HLDGS                SHANG,2011-11-30,,
Nov11,SAIR,2011,11,China,DEL,CHAODA MODERN AGRI.,2011-11-30,,0682.HK
Nov11,SAIR,2011,11,China,DEL,HAI LUJIA. B SS(USD,2011-11-30,,
Nov11,SAIR,2011,11,China,DEL,HAN IRON&STEEL H,2011-11-30,,
Nov11,SAIR,2011,11,China,DEL,HIGH SPEED TRANSMI,2011-11-30,,0658.HK
Nov11,SAIR,2011,11,China,DEL,I INDUSTRY INTL DEV,2011-11-30,,
Nov11,SAIR,2011,11,China,DEL,NATNL MATERIAL   H,2011-11-30,,
Nov11,SAIR,2011,11,China,DEL,NG CO,2011-11-30,,
Nov11,SAIR,2011,11,China,DEL,PTY HLDG,2011-11-30,,
Nov11,SAIR,2011,11,China,DEL,SHINEWAY PHARM GRP,2011-11-30,,
Nov11,SAIR,2011,11,China,DEL,TOWN CHINA HLDGS,2011-11-30,,
Nov11,SAIR,2011,11,HongKong,ADD,FIRST PACIFIC CO,2011-11-30,,0142.HK
Nov11,SAIR,2011,11,HongKong,DEL,ESPRIT HOLDINGS,2011-11-30,,0330.HK
Nov11,SAIR,2011,11,India,ADD,BHARTI AIRTEL,2011-11-30,,BHARTIARTL.NS
Nov11,SAIR,2011,11,India,ADD,IDEA CELLULAR,2011-11-30,,
Nov11,SAIR,2011,11,India,ADD,POWER FINANCE CORP,2011-11-30,,PFC.BO
Nov11,SAIR,2011,11,India,DEL,HOUSING DEVT & INFRAS,2011-11-30,,
Nov11,SAIR,2011,11,India,DEL,INDIABULLS REAL ESTATE,2011-11-30,,
Nov11,SAIR,2011,11,India,DEL,STEEL AUTHORITY OF INDIA,2011-11-30,,SAIL.BO
Nov11,SAIR,2011,11,Japan,ADD,SANRIO CO,2011-11-30,,8136.T
Nov11,SAIR,2011,11,Japan,DEL,MINEBEA CO,2011-11-30,,
Nov11,SAIR,2011,11,Japan,DEL,MITSUI ENGINEERING&SHIP.,2011-11-30,,
Nov11,SAIR,2011,11,Korea,ADD,CJ CORP,2011-11-30,,00104K.KS
Nov11,SAIR,2011,11,Korea,ADD,HYUNDAI MARINE & FIRE IN,2011-11-30,,001450.KS
Nov11,SAIR,2011,11,Korea,ADD,KOREA AEROSPACE INDUS,2011-11-30,,047810.KS
Nov11,SAIR,2011,11,Korea,ADD,ORION CORP,2011-11-30,,271560.KS
Nov11,SAIR,2011,11,Korea,DEL,HANJIN HEAVY INDUSTRIES,2011-11-30,,003480.KS
Nov11,SAIR,2011,11,Korea,DEL,HANJIN SHIPPING CO (NEW),2011-11-30,,
Nov11,SAIR,2011,11,Korea,DEL,SEOUL SEMICONDUCTOR CO,2011-11-30,,046890.KQ
Nov11,SAIR,2011,11,Malaysia,ADD,BUMI ARMADA,2011-11-30,,5210.KL
Nov11,SAIR,2011,11,Philippines,ADD,ICTSI INT'L CONTAINER,2011-11-30,,
Nov11,SAIR,2011,11,Philippines,ADD,SAN MIGUEL CORP,2011-11-30,,
Nov11,SAIR,2011,11,Philippines,ADD,UNIVERSAL ROBINA CORP,2011-11-30,,URC
Nov11,SAIR,2011,11,Taiwan,ADD,HOTAI MOTOR COMPANY,2011-11-30,,
Nov11,SAIR,2011,11,Taiwan,ADD,RADIANT OPTO-ELECTRONICS,2011-11-30,6176,6176
Nov11,SAIR,2011,11,Taiwan,ADD,STANDARD FOODS CORP,2011-11-30,1227,1227
Nov11,SAIR,2011,11,Taiwan,DEL,CHUNGHWA PICTURE TUBES,2011-11-30,,
Nov11,SAIR,2011,11,Taiwan,DEL,CMC MAGNETICS CORP,2011-11-30,,2323.TW
Nov11,SAIR,2011,11,Taiwan,DEL,CORETRONIC CORPORATION,2011-11-30,,5371.TWO
Nov11,SAIR,2011,11,Taiwan,DEL,EVERGREEN INTERNATIONAL,2011-11-30,,2607.TW
Nov11,SAIR,2011,11,Taiwan,DEL,HANNSTAR DISPLAY,2011-11-30,,6116.TW
Nov11,SAIR,2011,11,Taiwan,DEL,NANYA TECHNOLOGY CORP,2011-11-30,,2408.TW
Nov11,SAIR,2011,11,Taiwan,DEL,POWERCHIP TECHNOLOGY,2011-11-30,,
Nov11,SAIR,2011,11,Taiwan,DEL,QISDA CORP,2011-11-30,,2352.TW
Nov11,SAIR,2011,11,Taiwan,DEL,TAINAN SPINNING,2011-11-30,,1440.TW
Nov11,SAIR,2011,11,Taiwan,DEL,VANGUARD INT'L SEMICON,2011-11-30,,
Nov11,SAIR,2011,11,Taiwan,DEL,WINBOND ELECTRONICS CORP,2011-11-30,2344,2344
Nov11,SAIR,2011,11,Taiwan,DEL,YOUNG FAST OPTOELECTRONI,2011-11-30,,3622.TW
Nov11,SAIR,2011,11,Thailand,DEL,THAI AIRWAYS INT'L,2011-11-30,,
Feb12,QIR,2012,2,Australia,ADD,APA GROUP,2012-02-29,,APA.AX
Feb12,QIR,2012,2,Australia,DEL,ONESTEEL,2012-02-29,,
Feb12,QIR,2012,2,India,DEL,INDUSIND BANK,2012-02-29,,INDUSINDBK.BO
May12,SAIR,2012,5,Australia,ADD,CENTRO RETAIL AUSTRALIA,2012-05-31,,
May12,SAIR,2012,5,China,ADD,CITIC SECURITIES CO H,2012-05-31,,6030
May12,SAIR,2012,5,China,ADD,UNI-PRESIDENT CHINA HLDG,2012-05-31,,
May12,SAIR,2012,5,China,DEL,CHINA DONGXIANG,2012-05-31,,3818.HK
May12,SAIR,2012,5,China,DEL,CHINA MOLYBDENUM CO H,2012-05-31,,3993
May12,SAIR,2012,5,China,DEL,RENHE COMMERCIAL HLDGS,2012-05-31,,
May12,SAIR,2012,5,China,DEL,SINOFERT HOLDINGS,2012-05-31,,0297.HK
May12,SAIR,2012,5,China,DEL,SKYWORTH DIGITAL HLDGS,2012-05-31,,
May12,SAIR,2012,5,China,DEL,SMIC,2012-05-31,,0981.HK
May12,SAIR,2012,5,HongKong,ADD,MGM CHINA HOLDINGS,2012-05-31,,2282.HK
May12,SAIR,2012,5,India,ADD,BANK OF BARODA,2012-05-31,,BANKBARODA
May12,SAIR,2012,5,India,ADD,CAIRN INDIA,2012-05-31,,
May12,SAIR,2012,5,India,ADD,GODREJ CONSUMER PDTS,2012-05-31,,
May12,SAIR,2012,5,India,DEL,SUZLON ENERGY LIMITED,2012-05-31,,SUZLON.NS
May12,SAIR,2012,5,Indonesia,ADD,JASA MARGA (PERSERO),2012-05-31,,JSMR.JK
May12,SAIR,2012,5,Indonesia,DEL,ANEKA TAMBANG,2012-05-31,,
May12,SAIR,2012,5,Japan,ADD,HANKYU HANSHIN HLDG,2012-05-31,,9042
May12,SAIR,2012,5,Japan,ADD,NEXON CO,2012-05-31,,3659.T
May12,SAIR,2012,5,Japan,ADD,TAIHEIYO CEMENT CORP,2012-05-31,,5233.T
May12,SAIR,2012,5,Japan,DEL,HIROSHIMA BANK,2012-05-31,,
May12,SAIR,2012,5,Japan,DEL,HOKUHOKU FINANCIAL GROUP,2012-05-31,,8377.T
May12,SAIR,2012,5,Japan,DEL,NIPPON SHEET GLASS CO,2012-05-31,,5202.T
May12,SAIR,2012,5,Malaysia,DEL,BURSA MALAYSIA,2012-05-31,,0820EA.KL
May12,SAIR,2012,5,Philippines,ADD,DMCI HOLDINGS,2012-05-31,,DMC
May12,SAIR,2012,5,Taiwan,ADD,AIRTAC INTERNATIONAL,2012-05-31,1590,1590
May12,SAIR,2012,5,Taiwan,ADD,CTCI CORP,2012-05-31,9933,9933
May12,SAIR,2012,5,Taiwan,ADD,ZHEN DING TECHNOLOGY,2012-05-31,,4958.TW
May12,SAIR,2012,5,Taiwan,DEL,TATUNG,2012-05-31,2371,2371
May12,SAIR,2012,5,Thailand,ADD,SIAM CEMENT,2012-05-31,,SCC.BK
Aug12,QIR,2012,8,China,DEL,DONGYUE,2012-08-31,,0189.HK
Aug12,QIR,2012,8,China,DEL,LONKING HOLDINGS,2012-08-31,,3339.HK
Aug12,QIR,2012,8,Korea,ADD,AMOREG,2012-08-31,,
Aug12,QIR,2012,8,Korea,DEL,STX PAN OCEAN,2012-08-31,,
Nov12,SAIR,2012,11,Australia,ADD,FLIGHT CENTRE,2012-11-30,,FLT.AX
Nov12,SAIR,2012,11,Australia,ADD,TREASURY WINE ESTATES,2012-11-30,,TWE.AX
Nov12,SAIR,2012,11,Australia,DEL,FAIRFAX MEDIA,2012-11-30,,
Nov12,SAIR,2012,11,Australia,DEL,LYNAS CORPORATION,2012-11-30,,
Nov12,SAIR,2012,11,China,ADD,CHINA FOODS,2012-11-30,,0506.HK
Nov12,SAIR,2012,11,China,ADD,HAITONG SECURITIES CO H,2012-11-30,,2611
Nov12,SAIR,2012,11,China,DEL,CHINA RONGSHENG HEAVY IN,2012-11-30,,
Nov12,SAIR,2012,11,China,DEL,CHINA YURUN FOOD GROUP,2012-11-30,,1068.HK
Nov12,SAIR,2012,11,China,DEL,CHINA ZHENGTONG AUTO SER,2012-11-30,,
Nov12,SAIR,2012,11,China,DEL,CHINA ZHONGWANG HOLDINGS,2012-11-30,,
Nov12,SAIR,2012,11,China,DEL,CSG HOLDING CO B,2012-11-30,,000012.SZ
Nov12,SAIR,2012,11,China,DEL,HENGDELI HOLDINGS,2012-11-30,,3389.HK
Nov12,SAIR,2012,11,China,DEL,METALLURGICAL CHINA H,2012-11-30,,
Nov12,SAIR,2012,11,China,DEL,SANY HEAVY EQUIPMENT INT,2012-11-30,,0631.HK
Nov12,SAIR,2012,11,HongKong,ADD,HKT TRUST AND HKT,2012-11-30,,6823.HK
Nov12,SAIR,2012,11,HongKong,ADD,SWIRE PROPERTIES,2012-11-30,,1972.HK
Nov12,SAIR,2012,11,HongKong,DEL,FOXCONN INTERNATIONAL,2012-11-30,,
Nov12,SAIR,2012,11,HongKong,DEL,HANG LUNG GROUP,2012-11-30,,0010.HK
Nov12,SAIR,2012,11,HongKong,DEL,LIFESTYLE INTL HLDGS,2012-11-30,,
Nov12,SAIR,2012,11,India,ADD,DIVI'S LABORATORIES,2012-11-30,,DIVISLAB
Nov12,SAIR,2012,11,India,ADD,UNITED BREWERIES,2012-11-30,,UBL.NS
Nov12,SAIR,2012,11,India,DEL,GMR INFRASTRUCTURE,2012-11-30,,
Nov12,SAIR,2012,11,India,DEL,UNITED PHOSPHORUS,2012-11-30,,
Nov12,SAIR,2012,11,Indonesia,ADD,GLOBAL MEDIACOM,2012-11-30,,BMTR.JK
Nov12,SAIR,2012,11,Indonesia,ADD,MEDIA NUSANTARA CITRA,2012-11-30,,MNCN.JK
Nov12,SAIR,2012,11,Indonesia,DEL,INT'L NICKEL INDONESIA,2012-11-30,,
Nov12,SAIR,2012,11,Japan,ADD,ACOM CO,2012-11-30,,8572.T
Nov12,SAIR,2012,11,Japan,ADD,CALBEE,2012-11-30,,2229.T
Nov12,SAIR,2012,11,Japan,ADD,DON QUIJOTE CO,2012-11-30,,
Nov12,SAIR,2012,11,Japan,ADD,HIROSHIMA BANK,2012-11-30,,
Nov12,SAIR,2012,11,Japan,ADD,M3,2012-11-30,,2413.T
Nov12,SAIR,2012,11,Japan,ADD,PARK24 CO,2012-11-30,,4666.T
Nov12,SAIR,2012,11,Japan,DEL,KAWASAKI KISEN KAISHA,2012-11-30,,9107.T
Nov12,SAIR,2012,11,Japan,DEL,NISSHIN STEEL HLDGS CO,2012-11-30,,
Nov12,SAIR,2012,11,Japan,DEL,NTN CORP,2012-11-30,,6472.T
Nov12,SAIR,2012,11,Japan,DEL,SEIKO EPSON CORPORATION,2012-11-30,,6724.T
Nov12,SAIR,2012,11,Japan,DEL,TOSOH CORP,2012-11-30,,4042.T
Nov12,SAIR,2012,11,Korea,ADD,CHEIL WORLDWIDE,2012-11-30,,030000.KS
Nov12,SAIR,2012,11,Korea,DEL,DONGKUK STEEL MILL CO,2012-11-30,,460860.KS
Nov12,SAIR,2012,11,Korea,DEL,KP CHEMICAL CORP,2012-11-30,,
Nov12,SAIR,2012,11,Malaysia,DEL,BERJAYA CORPORATION,2012-11-30,,3395.KL
Nov12,SAIR,2012,11,Malaysia,DEL,SP SETIA,2012-11-30,,
Nov12,SAIR,2012,11,Philippines,DEL,MANILA ELECTRIC CO,2012-11-30,,MER
Nov12,SAIR,2012,11,Singapore,ADD,CAPITACOMMERCIAL TRUST,2012-11-30,,
Nov12,SAIR,2012,11,Singapore,DEL,COSCO CORP SINGAPORE,2012-11-30,,
Nov12,SAIR,2012,11,Singapore,DEL,NEPTUNE ORIENT LINES,2012-11-30,,
Nov12,SAIR,2012,11,Taiwan,ADD,CHAILEASE HOLDING,2012-11-30,,5871
Nov12,SAIR,2012,11,Taiwan,ADD,HERMES MICROVISION,2012-11-30,,
Nov12,SAIR,2012,11,Taiwan,ADD,MERIDA INDUSTRY CO,2012-11-30,9914,9914
Nov12,SAIR,2012,11,Taiwan,ADD,ORIENTAL UNION CHEMICAL,2012-11-30,,1710.TW
Nov12,SAIR,2012,11,Taiwan,ADD,SCINOPHARM TAIWAN,2012-11-30,1789,1789
Nov12,SAIR,2012,11,Taiwan,DEL,EVERLIGHT ELECTRONICS CO,2012-11-30,,2393.TW
Nov12,SAIR,2012,11,Taiwan,DEL,INOTERA MEMORIES,2012-11-30,,
Nov12,SAIR,2012,11,Taiwan,DEL,MOTECH INDUSTRIES,2012-11-30,,6244.TWO
Nov12,SAIR,2012,11,Taiwan,DEL,NAN YA PRINTED CIRCUIT,2012-11-30,8046,8046
Nov12,SAIR,2012,11,Taiwan,DEL,SINOAMERICAN SILICON PRO,2012-11-30,,
Nov12,SAIR,2012,11,Thailand,ADD,AIRPORTS OF THAILAND,2012-11-30,,AOT.BK
Nov12,SAIR,2012,11,Thailand,ADD,BANGKOK DUSIT MED. SVCS,2012-11-30,,
Nov12,SAIR,2012,11,Thailand,ADD,CENTRAL PATTANA PUB CO,2012-11-30,,CPN-R.BK
Nov12,SAIR,2012,11,Thailand,ADD,SIAM MAKRO,2012-11-30,,
Feb13,QIR,2013,2,China,ADD,GREENTOWN CHINA HLDGS,2013-02-28,,
Feb13,QIR,2013,2,China,ADD,NEW CHINA LIFE INSUR H,2013-02-28,,1336.HK
Feb13,QIR,2013,2,China,ADD,PEOPLE'S INSURANCE CO H,2013-02-28,,1339.HK
Feb13,QIR,2013,2,India,DEL,MARUTI SUZUKI INDIA,2013-02-28,,MARUTI
Feb13,QIR,2013,2,Japan,ADD,JAPAN EXCHANGE GROUP,2013-02-28,,8697
Feb13,QIR,2013,2,Japan,DEL,SQUARE ENIX HOLDINGS CO,2013-02-28,,9684.T
May13,SAIR,2013,5,Australia,ADD,SEEK,2013-05-31,,SEK.AX
May13,SAIR,2013,5,Australia,DEL,OZ MINERALS,2013-05-31,,
May13,SAIR,2013,5,Australia,DEL,SIMS METAL MANAGEMENT,2013-05-31,,
May13,SAIR,2013,5,China,ADD,CHINA EVERBRIGHT INT'L,2013-05-31,,
May13,SAIR,2013,5,China,ADD,CHINA OVERSEAS GD OCEANS,2013-05-31,,
